|0000000207|Active|sPFpJfRunRmoHacLH|Casinos & Gaming|B|1|Racano|2756 Brook Meadow Court||83720|Atlanta|MD|United States of America|HQhWREuRuMOHBOqLsAlsgXltKUGHRJUWNMhsTaqzXtRHKvAkGQYMiXVMbvGWEqUBVdAcfaidipe|1857-09-25|0|0|1970-09-26 23:42:41|1990-12-31 00:09:14
|0000000207|Inactive|sPFpJfRunRmoHacLH|Casinos & Gaming|B|1|Racano|2756 Brook Meadow Court||83720|Atlanta|MD|United States of America|HQhWREuRuMOHBOqLsAlsgXltKUGHRJUWNMhsTaqzXtRHKvAkGQYMiXVMbvGWEqUBVdAcfaidipe|1859-01-16|1|0|1990-12-31 00:09:14|9999-12-31
|0000000212|Active|qRAMrJWYRgHUIFKxEZjraB|Computer Storage Devices|w|1|Aufderheide|19381 Towerwood Crescent||85088|San Bernardino|PA|United States of America|bYlAWMtVCrstquDVrVVHIdDURA IFXuJdtvHoiVYSEwRiVNGkpNuiVKTALHmJWQIbMIHAsGrlBhuoYfOEiBJOvELIKShXvvEkYBxdJxnTHECOFmGbEYRm RVQkIMtWQKGzU|1891-08-16|0|0|1970-09-28 14:34:10|1973-03-30 17:44:05
|0000000212|Active|qRAMrJWYRgHUIFKxEZjraB|Recreational Products|w|1|Aufderheide|19381 Towerwood Crescent||85088|San Bernardino|PA|United States of America|bYlAWMtVCrstquDVrVVHIdDURA IFXuJdtvHoiVYSEwRiVNGkpNuiVKTALHmJWQIbMIHAsGrlBhuoYfOEiBJOvELIKShXvvEkYBxdJxnTHECOFmGbEYRm RVQkIMtWQKGzU|1892-06-29|1|0|1973-03-30 17:44:05|9999-12-31
|0000000210|Active|VcbAKPfBIpRdEaWhZBDoBABArjGqRCPYqanHvstLOVuMQC|Insurance (Life)|B-|1|Atterberry|995 Bigwell Boulevard|Apt. 437|02908|Berkeley|IA|United States of America|tmAspXfAOLbcFESrehI lNIBZBGTCnpYPXVaabTUwL iVvyMvcoDlcutXVMKO ubkgtRCIuVUKPmDPBHrNbFqumzrupPeZyXhFsXRxHQdqFICKVxJPHgEIQxCUdCNqufwlG|1893-11-30|1|0|1970-09-30 14:19:00|9999-12-31
|0000000215|Active|WWZnPQCzopSOWpJARPzEqydPAK|Trucking|BB-|1|Perrez|24036 Starling East||V5A 1O5|Chicago|VA|United States of America|xBq DZmziHJnFBQ GJoEAKGbDKmRDMEsKPYkmtvy aVpFWIrXYEhkmCv cJUBwsMbWryoDOxCOYMNlRWlcMTwBE  QYEnTTSHCWPqHUwpHBAFktCPVdw|1924-09-06|1|0|1970-09-30 16:29:45|9999-12-31
|0000000219|Active|HazhIGPeCVSzQZwuNFJTfJUbhYdYFIlCd|Auto & Truck Manufacturers|AA|0|Neihart|5965 Dawnview Road||10065|Winston-Salem|SC|United States of America|V QUKnLJpMHQfPnmCMDplusGssSLPAf|1915-09-26|1|0|1970-12-18 08:48:04|9999-12-31
|0000000220|Active|NzPPOvaDXUEaahXSUBxgGTdt|Insurance (Life)|BBB|0|Mcdonald|17209 Bellaire Rue||T5C 1O1|Jacksonville|ME|United States of America|VfTomcKyQqwiTfDvaIBPTtkSGLzhqLeBoUjszMNchdgSC boWffVKMOVJLjsFGWHbSvAOLKDKnlFNvExCyJz DvLYCJRR|1850-07-19|1|0|1970-12-20 05:36:20|9999-12-31
|0000000221|Active|yNswyMTeJisZhBAUQKoZSIKDiQjQGQezvJmxBiPyRJAQuJv|Money Center Banks|AA|0|Burle|8965 Griffin East||53759|Hartford|MN|United States of America|Q BNHdNZYEncgZosHVThUTPTzaVBpWpHJbwgqjBiFtqTDFz tTVFKchVAHVBjKtnDPDiakOdOoMPiCpQOOghmMlbvYlZSKnOBUS|1878-09-17|0|0|1970-12-20 16:10:20|2001-06-29 10:31:53
|0000000221|Active|yNswyMTeJisZhBAUQKoZSIKDiQjQGQezvJmxBiPyRJAQuJv|Furniture & Fixtures|AA|0|Burle|8965 Griffin East||53759|Hartford|MN|United States of America|Q BNHdNZYEncgZosHVThUTPTzaVBpWpHJbwgqjBiFtqTDFz tTVFKchVAHVBjKtnDPDiakOdOoMPiCpQOOghmMlbvYlZSKnOBUS|1886-01-06|1|0|2001-06-29 10:31:53|9999-12-31
|0000000222|Active|XLTxGrTTSMIeAKqzJEDWF|Beverages (Alcoholic)|BBB|0|Kirchen|14709 Panther Creek Avenue||94338|Augusta|WA|Canada|KzOPLTyrAshQbBAPLZnCARRKFDQeibXgyTGiJBVOoyLgjJEGHsrtCVyjWWzRhoTzySloKfhwfRwGIJSCLAnSdoosNoUWOPZNNEH JfXILGKziGMpLxVMqHMpFOP|1927-09-15|1|0|1970-12-22 22:52:07|9999-12-31
|0000000223|Active|WYfOapWvnEnhMhkNzSVXGjPrOIiIqEAzAsUFAEZ|Jewelry & Silverware|BBB-|0|Nusser|20312 Nassau West||92517|Jersey City|WA||rvVSMVWVIdrbwVDKZgJfutlHUuNJCNRPzwOCmJrfwSTQeVRIgVR|1876-11-02|1|0|1970-12-23 10:49:16|9999-12-31
|0000000224|Active|tDPWLFEtBmpAwavVQikXwNpRaJ|Water Utilities|AAA|0|Elerson|5835 Bittercreek North||72227|Indianapolis|Nova Scotia|United States of America|bAIWIwAJzEeEFKraCTJgYRAXbKLHd KHi|1952-08-22|1|0|1970-12-23 11:10:39|9999-12-31
|0000000225|Active|gPTmHDJTicoYfqSbnVEHCVRwvFTKJwFmBdaoQOUBGlNRgAScbaW|Aerospace & Defense|BB|1|Poehlein|3809 Gardina West||85228|Newport News|AZ|Canada|SNrGVWIjDGlOCbRHVPRnHBUCnriKNrSXLXBNRtPolFGlDOCxychWRHwOgLC|1951-10-21|1|0|1970-12-23 13:05:55|9999-12-31
|0000000216|Active|XFIdEwZygbPJVVwGVWIfBAXvHBXIOxdvsyIikUuSMNZsQaMY|Computer Hardware|AAA|0|Piasecki|15414 Alicia Drive|Apt. 125|43649|Las Cruces|ME||RlBwls nFmrYDiCkXKhmorqdrPPsdeQKdcsnCXgusCQkseJhQpYceCadJBWuXQLcQxxFGQCfFhEELICQjmUCMCdRxnBxFiGMCSsRzkcTEGUrNNTQdCIEtbUBvOcMVmDSirTURymHAnRENOzIzxE|1878-04-12|1|0|1970-12-28 23:33:29|9999-12-31
|0000000217|Active|mqXmkgPPhQUGVluJIDZDxHwwoISSW|Tires|B+|1|Ward|10566 Sienna East||93302|Moreno Valley|IN|Canada|lLRUbDUvAzGcDJdFRBUG hZBERMnOeAxajtg wNRGnmvsLRVSXTfKVprmKKrXDmQsMSq pQRI|1895-10-28|0|0|1970-12-31 03:05:38|1983-12-28 20:36:26
|0000000217|Active|mqXmkgPPhQUGVluJIDZDxHwwoISSW|Retail (Grocery)|B+|1|Ward|10566 Sienna East||93302|Moreno Valley|IN|Canada|lLRUbDUvAzGcDJdFRBUG hZBERMnOeAxajtg wNRGnmvsLRVSXTfKVprmKKrXDmQsMSq pQRI|1900-10-13|1|0|1983-12-28 20:36:26|9999-12-31
|0000000218|Active|QAIfXCkZkcOUWysYZNIrQhFKChnxkXeYAlUVoUXQtalpMEzkjpnJDLQMx|Retail (Grocery)|BBB+|0|Pursifull|13762 Silver Sage Way|Apt. 80|H2C 1Z1|Las Vegas|AL|United States of America|VEjQSPMHBMZNOsOsweYtmpKFvwAvzEsqmaCMLGjuQFSAZkpBKgNLiMJSVBSfLkarFaFcwfP QTyZfZcRMsDPsqNsDUwNqxxbJhraGPDdAfRP|1901-05-16|1|0|1970-12-31 09:26:19|9999-12-31
|0000000227|Active|XjSxlGRryfrgvCMaReGMEXLJuiXaSRQMSTRccKTbdXRVwcSDVVf|Retail (Grocery)|A-|0|Mattis|588 Knight Lower||60678|Chesapeake|IA|United States of America|QmQKRSMQOLMll SHNTmIPFxMIXLfLGZyKcCDaZYCR|1858-02-06|1|0|1971-03-22 10:34:56|9999-12-31
|0000000234|Active|qudERoimJkOWiyHWWzVJVdUHAjrTJ|Misc. Capital Goods|CCC-|1|Krips|2833 Saratoga Lower||21232|Bellevue|SC|Canada|XxVfsuDmiNzSSaSmxCczzNBf fyZsvyQGnHTkqJOlKNEitXPHVCXERZZrvNza|1921-12-05|0|0|1971-03-22 14:06:04|1994-09-30 23:59:58
|0000000234|Inactive|qudERoimJkOWiyHWWzVJVdUHAjrTJ|Misc. Capital Goods|CCC-|1|Krips|2833 Saratoga Lower||21232|Bellevue|SC|Canada|XxVfsuDmiNzSSaSmxCczzNBf fyZsvyQGnHTkqJOlKNEitXPHVCXERZZrvNza|1936-01-02|1|0|1994-09-30 23:59:58|9999-12-31
|0000000229|Active|CrHZqaLKlUACIOCnANOtBcGMhwNEnHp|Software & Programming|BB+|1|Fuhriman|20716 Wilmington South||93302|Ann Arbor|ID||vRDhSLBUBBiLPZSiHrQiNWzBlQosnOdTOEJfLlXKSGOqoRYVVLKfDEdPQxshHoLJEoknSndjpRXJnZCENoeBOHjAaWBVvIBKxmpIYzEkKPQWwusrvPDxBorBFrDAzXIWvOCLIAQzMKxVQuTgfoK|1897-08-30|0|0|1971-03-23 18:15:25|1972-03-26 12:36:25
|0000000229|Active|CrHZqaLKlUACIOCnANOtBcGMhwNEnHp|Personal & Household Products|BB+|1|Fuhriman|20716 Wilmington South||93302|Ann Arbor|ID||vRDhSLBUBBiLPZSiHrQiNWzBlQosnOdTOEJfLlXKSGOqoRYVVLKfDEdPQxshHoLJEoknSndjpRXJnZCENoeBOHjAaWBVvIBKxmpIYzEkKPQWwusrvPDxBorBFrDAzXIWvOCLIAQzMKxVQuTgfoK|1898-01-23|0|0|1972-03-26 12:36:25|2000-06-30 07:07:00
|0000000229|Inactive|CrHZqaLKlUACIOCnANOtBcGMhwNEnHp|Personal & Household Products|BB+|1|Fuhriman|20716 Wilmington South||93302|Ann Arbor|ID||vRDhSLBUBBiLPZSiHrQiNWzBlQosnOdTOEJfLlXKSGOqoRYVVLKfDEdPQxshHoLJEoknSndjpRXJnZCENoeBOHjAaWBVvIBKxmpIYzEkKPQWwusrvPDxBorBFrDAzXIWvOCLIAQzMKxVQuTgfoK|1909-04-08|1|0|2000-06-30 07:07:00|9999-12-31
|0000000231|Active|ziJohMcvsgUVqHyXNSwWAqFRxoSF|Software & Programming|BBB|0|Angerman|20912 Nealy Drive||T6A 1K9|Whitehorse|New Brunswick|Canada|NZvTwlfabQiAfWIEcwFlPlMwERKoFbZSNeIDaqqmOjzFxKTOsSWWVXCyQqJuCOlYTDzPgoyrwUbQGmsUGQAsLsvFBVvxfTodjORC|1868-08-06|1|0|1971-03-25 09:50:57|9999-12-31
|0000000226|Active|OhGyMTcWMJdQpJQZIiaxBfCuXgKBUhaQsuoACPYaXpbjkXNDZMmSDD|Biotechnology & Drugs|A+|0|Maretti|12470 Meadow Haven East||48916|Atlanta|NM|United States of America|UBgGBlBJF CgfGymhPvTjcHqquBVnPIzCU|1888-06-24|0|0|1971-03-26 21:02:05|1984-03-31 13:09:24
|0000000226|Active|OhGyMTcWMJdQpJQZIiaxBfCuXgKBUhaQsuoACPYaXpbjkXNDZMmSDD|Containers & Packaging|A+|0|Maretti|12470 Meadow Haven East||48916|Atlanta|NM|United States of America|UBgGBlBJF CgfGymhPvTjcHqquBVnPIzCU|1892-08-24|1|0|1984-03-31 13:09:24|9999-12-31
|0000000233|Active|SOHsouEIQhzIAMeFABDlHzVVpeXiHlUsEEOxcBPIJW|Computer Storage Devices|AAA|0|Densley|3214 Minot Boulevard||V6S 1S4|Santa Clara|ID|United States of America|lBXzNTgIkEINDOmoTECIlHvpoZDOB|1925-06-26|1|0|1971-03-28 05:22:47|9999-12-31
|0000000228|Active|xusTszaAbgwnfcAmfKVarNCrANUVCpmHQKKuWPXvljshueoBLMHi|Retail (Catalog & Mail Order)|AA-|0|Tanious|12716 Lexington Street||73102|Yellow Knife|IA|United States of America|YHTRyTJyCtnnMTJNPmXfwDksSzJVmk|1887-05-28|0|0|1971-03-29 13:56:57|1978-09-25 13:28:03
|0000000228|Active|xusTszaAbgwnfcAmfKVarNCrANUVCpmHQKKuWPXvljshueoBLMHi|Natural Gas Utilities|AA-|0|Tanious|12716 Lexington Street||73102|Yellow Knife|IA|United States of America|YHTRyTJyCtnnMTJNPmXfwDksSzJVmk|1889-09-26|1|0|1978-09-25 13:28:03|9999-12-31
|0000000235|Active|estGmMJWXVNYIvVp|Beverages (Non-Alcoholic)|D|1|Gerken|1898 Halliswood North||M4J 1O2|Milwaukee|MT|United States of America|BQJRNjWUcntDCeIBYENioMGnCjAlDFIODBTjIuojlaPVhOtjhlEFPWIdKD RFTtBCVRCUrM|1893-03-23|1|0|1971-03-30 02:29:25|9999-12-31
|0000000230|Active|zCNcUXNeZAUXsHb|Broadcasting & Cable TV|BBB|0|Breske|5917 Addax Avenue||14618|Philadelphia|AR|United States of America|yUJDISWYJVruHaJeGQmVqDZoZsFoJZysqNbQVmVhzNuGMJOppYhBsPcVSKBhRPVDaPeTHPPUVvGRXtHfTPdlNBDLugWS zfsXOWDMTjbSEPPfSVbptjAkIAcFEAnIHp|1938-07-11|0|0|1971-03-30 12:09:27|1983-03-31 00:33:36
|0000000230|Inactive|zCNcUXNeZAUXsHb|Broadcasting & Cable TV|BBB|0|Breske|5917 Addax Avenue||14618|Philadelphia|AR|United States of America|yUJDISWYJVruHaJeGQmVqDZoZsFoJZysqNbQVmVhzNuGMJOppYhBsPcVSKBhRPVDaPeTHPPUVvGRXtHfTPdlNBDLugWS zfsXOWDMTjbSEPPfSVbptjAkIAcFEAnIHp|1947-05-13|1|0|1983-03-31 00:33:36|9999-12-31
|0000000232|Active|bqfvTyldyQqhQaQgOFO|Schools|A|0|Pannhoff|23953 Chelsea Way||V6N 1Q5|Laredo|WA|United States of America|ErIqTTNMLORDaJsRiipGGxMv iVQDzBWKpTcVxwhrZYdcQEssBqyBtNSWVJbQELeDpwpEQFwHmLVGEDpXD NZQfJGyeL FFCcvNSSUhOKYrYVADkVTH|1915-08-12|0|0|1971-03-31 09:49:00|1997-06-28 20:24:55
|0000000232|Inactive|bqfvTyldyQqhQaQgOFO|Schools|A|0|Pannhoff|23953 Chelsea Way||V6N 1Q5|Laredo|WA|United States of America|ErIqTTNMLORDaJsRiipGGxMv iVQDzBWKpTcVxwhrZYdcQEssBqyBtNSWVJbQELeDpwpEQFwHmLVGEDpXD NZQfJGyeL FFCcvNSSUhOKYrYVADkVTH|1929-12-07|1|0|1997-06-28 20:24:55|9999-12-31
|0000000239|Active|NDADqvWeHTUAmUatCSDcHERRuXjpHdzMqjiLgxFOplPZNfETQIO|Constr. & Agric. Machinery|AA+|0|Morland|3972 Wilmington Rue||V6M 1W9|Fayetteville|WI|United States of America|QUujYaUnNJeoPLUKKphQWKhlXObMZSlPSaTHW BuVtURVEAZwEGEbTyCDOXavUCCOPRoQxIDRIOLGGTPmchcerqzoDVhYmDEORswlspqNvOWrLZCPr|1937-12-03|1|0|1971-06-19 11:51:26|9999-12-31
|0000000240|Active|kBFzLPYLDHAuIEHlgFFBqUhnO|Computer Storage Devices|BB+|1|Petersen|2566 Milbury Avenue||89127|Greensboro|RI|Canada|VqYJDYkWof NwRPxiyaASzTXaB|1917-12-24|1|0|1971-06-19 19:55:22|9999-12-31
|0000000241|Active|KwGGHtkLxtWGPwoGFVBKTqHdHhmZbSsgyyHfJEsFJbOuJAQfYzTNZNcIDF|Beverages (Alcoholic)|CCC|1|Kekua|3123 Clint South||83734|Concord|CO|United States of America|dIRnCIVWPNHdaFQKZfvBQgSLbZRRmrqAmEEKmROalQJlHIUHEIKlIXVVSsnVmGSzOASZgMyWpQPIdbdCOSSVJDcUImcNy|1884-01-07|1|0|1971-06-20 10:19:39|9999-12-31
|0000000242|Active|dfFANecQKvrSQgzQKpIQVdGVbtGsTGppLzsrQESzNGrlVGjjGlGEuMtSRXwM|Computer Services|AA-|0|Cheung|1845 Dunn South||44303|Wichita|TN|United States of America|Cfkhb BDAVpLvNZAhKPUoBQKMZPBSggtvVEWTMXWmVIFERBCujNrvNdlErUfUlojHcgEKEBGwezinaKldz hTcZmyGFWEyUnIBjReWRnhcFscBLhHz|1851-08-13|0|0|1971-06-21 01:53:49|1979-06-27 00:20:28
|0000000242|Active|dfFANecQKvrSQgzQKpIQVdGVbtGsTGppLzsrQESzNGrlVGjjGlGEuMtSRXwM|Regional Banks|AA-|0|Cheung|1845 Dunn South||44303|Wichita|TN|United States of America|Cfkhb BDAVpLvNZAhKPUoBQKMZPBSggtvVEWTMXWmVIFERBCujNrvNdlErUfUlojHcgEKEBGwezinaKldz hTcZmyGFWEyUnIBjReWRnhcFscBLhHz|1851-09-22|1|0|1979-06-27 00:20:28|9999-12-31
|0000000243|Active|tWwKapCDGKDqBvwDJQvKfXxUMzFDUXQBf|Healthcare Facilities|AA|0|Hunkin|9396 Pasadena Lane||V6H 1U8|Des Moines|LA|United States of America|HtQJKkojzqAVXGVb woxe KcanNSsQvIeoNnSjJXiagUTjfTGffRWWHOYFQGffOiLURRJdgDnSAIKqECStIdMhoziyTvCHPJaZE KjKAbCAmJmZJI rEjuHK RhFgFWkeocPgbX|1922-08-09|0|0|1971-06-21 09:30:19|1987-12-30 14:13:23
|0000000243|Active|tWwKapCDGKDqBvwDJQvKfXxUMzFDUXQBf|Construction - Raw Materials|AA|0|Hunkin|9396 Pasadena Lane||V6H 1U8|Des Moines|LA|United States of America|HtQJKkojzqAVXGVb woxe KcanNSsQvIeoNnSjJXiagUTjfTGffRWWHOYFQGffOiLURRJdgDnSAIKqECStIdMhoziyTvCHPJaZE KjKAbCAmJmZJI rEjuHK RhFgFWkeocPgbX|1932-07-24|0|0|1987-12-30 14:13:23|1995-06-30 21:04:46
|0000000243|Active|tWwKapCDGKDqBvwDJQvKfXxUMzFDUXQBf|Insurance (Miscellaneous)|AA|0|Hunkin|9396 Pasadena Lane||V6H 1U8|Des Moines|LA|United States of America|HtQJKkojzqAVXGVb woxe KcanNSsQvIeoNnSjJXiagUTjfTGffRWWHOYFQGffOiLURRJdgDnSAIKqECStIdMhoziyTvCHPJaZE KjKAbCAmJmZJI rEjuHK RhFgFWkeocPgbX|1937-01-30|1|0|1995-06-30 21:04:46|9999-12-31
|0000000244|Active|NBlLFolAbmXBmOMhThAUqP|Insurance (Life)|AAA|0|Pile|11583 Wayne Road||19227|Regina|VA|United States of America|jDqQVMmnxtdV zxTfgTck PQKEVbBEpwEcuGgkrcCltyWMFTGZPPFbHzzxNHwmBhRwXzQIAtLEqrhHVbINpKBaDoNKILuUYMVAxrXziiMAbHdygPikQpyzafTAFUTXXPLifeODgOHbzPGqIJ|1850-11-15|1|0|1971-06-22 00:39:37|9999-12-31
|0000000245|Active|WAUYdXNERWrDlFxcxhSWqEIJvzOFNSKbuUHsrWRIRHHkQpsvEXCCZHBCM|Food Processing|BB-|1|Warshauer|23402 Miller Court|Apt. 157|19147|Eugene|MI|Canada|ZjDyMTByBDtLMFKjZeivCaFDBNCbexoSGCEUgZPFQQCyBtRXFUkROFdbAjqWygYJJaRpfDBQlJHBxqAbRHZngyaOIxDaWJwmsGMzBLTAAFHRQrihBknhoqBVSr|1932-11-07|0|0|1971-06-22 03:16:18|1989-09-30 05:19:18
|0000000245|Inactive|WAUYdXNERWrDlFxcxhSWqEIJvzOFNSKbuUHsrWRIRHHkQpsvEXCCZHBCM|Food Processing|BB-|1|Warshauer|23402 Miller Court|Apt. 157|19147|Eugene|MI|Canada|ZjDyMTByBDtLMFKjZeivCaFDBNCbexoSGCEUgZPFQQCyBtRXFUkROFdbAjqWygYJJaRpfDBQlJHBxqAbRHZngyaOIxDaWJwmsGMzBLTAAFHRQrihBknhoqBVSr|1945-06-02|1|0|1989-09-30 05:19:18|9999-12-31
|0000000236|Active|eNVEuhGtjVFOeaxSShmAgVEwrtbpRJelgzytPiOodxcVKqffUJ|Retail (Catalog & Mail Order)|CC|1|Afalava|21818 Palm West||T6D 1F4|Rapid City|RI|United States of America|jGvHgLboeyQADEUVQXCrfKKBzkJvjnoAzxBuvVMoygErNELeHlhUEdZDcSVRLbjUXMdPqNLgCKMVBwdHwDcVbHYMBuASQorMnSOJHYFZOmJtSOStMoiQnDSRVezUP|1903-05-25|1|0|1971-06-26 06:44:45|9999-12-31
|0000000237|Active|FkqRCPDzQSwBVrQO|Photography|CC|1|Ramoutar|7226 Vickery Lane||E7N 1F7|Springfield|Prince Edward Island|United States of America|gntSBNtzeOIREISQKLX||1|0|1971-06-28 04:33:36|9999-12-31
|0000000238|Active|XiuLDVDnYQnZdWqIeVWutEjPXZaaQbOqjsNvlFMIc|Computer Networks|CC|1|Galizia|20653 Adams North||99581|Gary|MI|United States of America|AaTzYcVMIkuoBzLEwIRwfoUQBhqxJRBCXSBLpVF WveLSKaEzAgtuFZNHETsZbDUFHlsUKxEHbIxyKeuXwErDFQVJPAiZWO pIQiJhktiHjfNCSJBNHbUnoDafOWcUlZOREGSCVbYYwqJLv||0|0|1971-06-30 00:51:59|2016-09-30 17:55:49
|0000000238|Inactive|XiuLDVDnYQnZdWqIeVWutEjPXZaaQbOqjsNvlFMIc|Computer Networks|CC|1|Galizia|20653 Adams North||99581|Gary|MI|United States of America|AaTzYcVMIkuoBzLEwIRwfoUQBhqxJRBCXSBLpVF WveLSKaEzAgtuFZNHETsZbDUFHlsUKxEHbIxyKeuXwErDFQVJPAiZWO pIQiJhktiHjfNCSJBNHbUnoDafOWcUlZOREGSCVbYYwqJLv||1|0|2016-09-30 17:55:49|9999-12-31
|0000000250|Active|VxmNpSrxEBXnLfMwj|Misc. Capital Goods|A+|0|Pannhoff|11164 Ginger Lane||90840|Garden Grove|IL|Canada|vLirZSzfKPtNUNZDqaMhbfCKXGvDceFFIMsqLGShEdGPiU tCc BNDUujFYGTeQYvKnwrKOJPbqqUKVEdtWCMbFdHjxMeJCtAabTPdJcY|1943-03-15|1|0|1971-09-19 23:06:47|9999-12-31
|0000000251|Active|qBMMQLoTVJXYOWHbqUadsqhStqZmMDQEYnX|Misc. Capital Goods|D|1|Woodyard|18124 5th Park|Apt. 471|19082|Huntington|OR|United States of America|QQmQKdwTONTNPNcWumxRXbZQzBALyS VzqfvPBFHZGdScFYOTkNcbUECw|1897-12-16|1|0|1971-09-20 06:59:29|9999-12-31
|0000000252|Active|UKFcnKTFeKKrDiCQaSvHKASfMHqqwaibByIFXMzCNUKdDSAl|Iron & Steel|A-|0|Nuzum|7760 Kimberley South||92552|Saskatoon|NV|United States of America|zesTjdhaMS ESbqoAsOWNdbJVpFpRiotvSjUkUrJKvAEtGvu EUtWKvhuHMRUTpdgMPtyygyMlzhsPWKWMRKkFRujIOErRjOGYCqUkHCKWUbopsQUjNIXneCHhlDOu|1928-02-25|1|0|1971-09-20 20:06:29|9999-12-31
|0000000253|Active|VPfRrzGJDSXFSOgYEIxOaJaDXEAMCqvMuZEQm|Communications Services|B|1|Jackson|7544 Erie North||25717|El Monte|GA|United States of America|JMJlvzVDJPNJuDE StGYQL DtvBskGCKUbenDkInDpkLMDpwkcfcjuSxbkiFfhDHFQDOsWNIsqQdMVpRCHneQdYsMexUdAkSDOiPHYr|1956-03-16|1|0|1971-09-20 22:19:10|9999-12-31
|0000000254|Active|HCyVIHyFodPADbGORMCBjByxRTESfBNDTPBZrsTBUACleKEVFjHkSOorMc|Retail (Grocery)|A+|0|Shryack|23897 Eagle Rue|Apt. 653|77284|Hilo|VA|United States of America|KJPXFjHFJTI cluoCCUDNdrMEAJSdwTxdPogxIBCuHCPmFLCCFXuKHvorXOqOOLEEXvGLxEJDZNUSotPVkBWPUEMKuiLSWsGIRTKiBRPPPfKk VSNyMNMv DHN|1962-10-31|1|0|1971-09-21 05:14:45|9999-12-31
|0000000255|Active|jUguWEMEWoFRvyIQVVVZypyLseGOWfcGLobTsIDScUaBKXNkf|Retail (Speciality)|CCC+|1|Holdorf|10484 Waverly Road||V6Z 1R1|Salem|ME|United States of America|vMVGHnxYgTGXwdJzMKcXKrcZFNgsEptrcfKIYGToUVlDSsuPzJJqyHdBGeVaCVORiImOaigrltPKHhpMbmQB|1885-11-20|0|0|1971-09-22 01:03:42|2014-03-30 13:52:59
|0000000255|Inactive|jUguWEMEWoFRvyIQVVVZypyLseGOWfcGLobTsIDScUaBKXNkf|Retail (Speciality)|CCC+|1|Holdorf|10484 Waverly Road||V6Z 1R1|Salem|ME|United States of America|vMVGHnxYgTGXwdJzMKcXKrcZFNgsEptrcfKIYGToUVlDSsuPzJJqyHdBGeVaCVORiImOaigrltPKHhpMbmQB|1898-07-12|1|0|2014-03-30 13:52:59|9999-12-31
|0000000246|Active|VTGIYOHqQTinymJiaerSHchHKAKjpPD|Scientific & Technical Instr.|AA+|0|Shugart|19647 Armstrong Avenue||93859|Dover|DE|Canada|GaFRhGjKflLvH iIVCHIASLbTUQzYDxVTzaMdB|1884-05-23|1|0|1971-09-27 22:21:46|9999-12-31
|0000000247|Active|GzDXOWXDABSzNrogrDpc|Water Transportation|BBB|0|Delore|4141 Eagle North||V6K 1W9|Pomona|British Columbia|United States of America|CkLKNURSVHiRHPYcDlLcxieziSGuEMfVOEd|1966-06-24|1|0|1971-09-29 00:51:42|9999-12-31
|0000000248|Active|eezYHLVGTnzwQXHAOrKazMfL|Software & Programming|CC|1|Erling|12397 Ingersoll Upper||45431|Oakland|UT|United States of America|BvMxTCUlZoHMuoACMCLLasmSKiPel pHH|1912-06-22|0|0|1971-09-29 07:16:59|2008-12-31 02:41:24
|0000000248|Inactive|eezYHLVGTnzwQXHAOrKazMfL|Software & Programming|CC|1|Erling|12397 Ingersoll Upper||45431|Oakland|UT|United States of America|BvMxTCUlZoHMuoACMCLLasmSKiPel pHH|1931-10-02|1|0|2008-12-31 02:41:24|9999-12-31
|0000000249|Active|KfRERJQxDalgYSIFQgEiw|Healthcare Facilities|A+|0|Stacey|5520 Fox Park||80940|Grand Rapids|WV|United States of America|bmDhSWJJPMXFtYNRrCCcJXBuBCaQBV|1892-12-02|0|0|1971-09-30 23:59:58|1995-03-30 06:19:31
|0000000249|Inactive|KfRERJQxDalgYSIFQgEiw|Healthcare Facilities|A+|0|Stacey|5520 Fox Park||80940|Grand Rapids|WV|United States of America|bmDhSWJJPMXFtYNRrCCcJXBuBCaQBV|1901-04-10|1|0|1995-03-30 06:19:31|9999-12-31
|0000000262|Active|MsyYBSXNmpCCDtQsKITr|Misc. Transportation|B-|1|Vrazel|5142 Bramblewood Avenue||33607|Chicago|Quebec|Canada|GhOlZzZehWvMIpaBBLekIIXAxVMztbXBINwdhegVHcGtwQDwFgaJPpmTQrKdLnyDSWJWGbVGFQieKzKPMpQrXWctPX XOlCgAKqoHJkTUEgEBbhLCRMIxRylTGQgpMtNBlTTuuHLJCIK|1927-03-27|0|0|1971-12-23 09:47:50|1978-03-29 17:10:48
|0000000262|Inactive|MsyYBSXNmpCCDtQsKITr|Misc. Transportation|B-|1|Vrazel|5142 Bramblewood Avenue||33607|Chicago|Quebec|Canada|GhOlZzZehWvMIpaBBLekIIXAxVMztbXBINwdhegVHcGtwQDwFgaJPpmTQrKdLnyDSWJWGbVGFQieKzKPMpQrXWctPX XOlCgAKqoHJkTUEgEBbhLCRMIxRylTGQgpMtNBlTTuuHLJCIK|1931-03-27|1|0|1978-03-29 17:10:48|9999-12-31
|0000000261|Active|uBBFBUhgSRFtzQIYXtbEFRe|Auto & Truck Parts|CC|1|Climer|19443 Ridgelea Lower||94413|Windsor|MA|United States of America|XmmJURBEeMwNFpBqwNbQUTY|1869-10-31|0|0|1971-12-24 13:58:40|1981-12-29 21:15:51
|0000000261|Active|uBBFBUhgSRFtzQIYXtbEFRe|Retail (Grocery)|CC|1|Climer|19443 Ridgelea Lower||94413|Windsor|MA|United States of America|XmmJURBEeMwNFpBqwNbQUTY|1871-06-22|1|0|1981-12-29 21:15:51|9999-12-31
